lea_id,lea_name,identified_student_percentage_isp,eligible_to_participate,near_eligible_to_participate,currently_participating_in_cep,participating_and_eligible_for_a_grace_year,total_number_of_schools_in_participating_eligible_and_near_eligible_le_as,total_student_enrollment_in_participating_and_eligible_le_as,total_number_of_cep_schools_in_the_lea,total_student_enrollment_at_cep_schools,currently_participating_in_cep_district_wide,currently_participating_in_cep_in_one_or_some_schools_not_district_wide,year,participation_type
830,Scotland County Schools,59.7,X,NA,X,NA,9,5601,9,5601,A,NA,2021,District Wide
840,Stanly County Schools,33.05,NA,X,X,NA,22,8125,4,1255,NA,S,2021,Some Schools
850,Stokes County Schools,35.71,NA,X,NA,NA,19,5475,NA,NA,NA,NA,2021,Not Participating
860,Surry County Schools,41.2,X,NA,X,NA,19,7189,1,189,NA,S,2021,Some Schools
861,Elkin City Schools,21.07,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
862,Mount Airy City Schools,38.91,NA,X,NA,NA,4,1709,NA,NA,NA,NA,2021,Not Participating
870,Swain County Schools,30.79,NA,X,X,NA,4,1770,1,426,NA,S,2021,Some Schools
880,Transylvania County Schools,33.9,NA,X,NA,NA,9,3289,NA,NA,NA,NA,2021,Not Participating
890,Tyrrell County Schools,38.75,NA,X,X,X,3,560,3,560,A,NA,2021,District Wide
900,Union County Public Schools,16.52,NA,NA,X,NA,53,40233,8,3882,NA,S,2021,Some Schools
910,Vance County Schools,72.09,X,NA,X,NA,15,5106,15,5106,A,NA,2021,District Wide
920,Wake County Schools,27.12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
930,Warren County Schools,65.29,X,NA,X,NA,7,1792,5,1566,NA,S,2021,Some Schools
940,Washington County Schools,83.68,X,NA,X,NA,5,1109,5,1109,A,NA,2021,District Wide
950,Watauga County Schools,17.33,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
960,Wayne County Public Schools,41.59,X,NA,X,NA,33,17295,32,17071,NA,S,2021,Some Schools
970,Wilkes County Schools,34.67,NA,X,X,X,22,8625,17,6084,NA,S,2021,Some Schools
980,Wilson County Schools,34.17,NA,X,X,X,26,10378,26,10378,A,NA,2021,District Wide
990,Yadkin County Schools,30.66,NA,X,NA,NA,14,5062,NA,NA,NA,NA,2021,Not Participating
995,Yancey County Schools,32.94,NA,X,NA,NA,7,1925,NA,NA,NA,NA,2021,Not Participating
1002,Camp Lejeune Schools,0.41,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
1007,Fort Bragg,1.79,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
1009,Cherokee Central School,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
1026,NC Tarheel Challenge Academy,45,X,NA,NA,NA,1,100,NA,NA,NA,NA,2021,Not Participating
1027,Tarheel Challenge Academy New London,100,X,NA,NA,NA,1,125,NA,NA,NA,NA,2021,Not Participating
1095,Trinity Christian School,47.02,X,NA,X,NA,1,336,1,336,A,NA,2021,District Wide
06B,Marjorie Williams Academy,85.57,X,NA,X,NA,1,97,1,97,A,NA,2021,District Wide
13B,Cabarrus Charter Academy,24.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
13C,A.C.E. Academy,40.91,X,NA,NA,NA,1,374,NA,NA,NA,NA,2021,Not Participating
13D,Concord Lake STEAM Academy,40,X,NA,NA,NA,1,390,NA,NA,NA,NA,2021,Not Participating
20A,The Learning Center,43.75,X,NA,X,NA,1,176,1,176,A,NA,2021,District Wide
24N,Classical Charter Schools of Whiteville,40.59,X,NA,X,NA,1,818,1,818,A,NA,2021,District Wide
26C,Capitol Encore Academy,35.68,NA,X,NA,NA,1,555,NA,NA,NA,NA,2021,Not Participating
32A,Maureen Joy Charter,71.7,X,NA,NA,NA,1,643,NA,NA,NA,NA,2021,Not Participating
32B,Healthy Start Academy,72.24,X,NA,X,NA,1,490,1,490,A,NA,2021,District Wide
32C,Carter Community Charter,71.3,X,NA,X,NA,1,216,1,216,A,NA,2021,District Wide
32H,Research Triangle Charter,34.91,NA,X,NA,NA,1,739,NA,NA,NA,NA,2021,Not Participating
32K,Central Park School for Children,19.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
32M,Global Scholars Academy,56.19,X,NA,X,NA,1,194,1,194,A,NA,2021,District Wide
32S,KIPP Durham College Preparatory,52.05,X,NA,X,NA,1,390,1,390,A,NA,2021,District Wide
33A,North East Carolina Preparatory School,42.47,X,NA,NA,NA,1,923,NA,NA,NA,NA,2021,Not Participating
34B,Quality Education Academy,93.42,X,NA,X,NA,1,653,1,653,A,NA,2021,District Wide
34D,Carter G. Woodson School,82.01,X,NA,X,NA,1,428,1,428,A,NA,2021,District Wide
34F,Forsyth Academy,50.14,X,NA,NA,NA,1,726,NA,NA,NA,NA,2021,Not Participating
36C,Mountain Island Charter School,14.42,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
36F,Ridgeview Charter School,62.57,X,NA,NA,NA,1,187,NA,NA,NA,NA,2021,Not Participating
41C,Guilford Preparatory,60.45,X,NA,X,NA,1,397,1,397,A,NA,2021,District Wide
41F,Triad Math & Science Academy,53.18,X,NA,X,NA,1,1241,1,1241,A,NA,2021,District Wide
41J,Summerfield Charter Academy,7.44,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
41L,Gate City Charter Academy,52.55,X,NA,NA,NA,1,666,NA,NA,NA,NA,2021,Not Participating
41M,Next Generation Academy,63.32,X,NA,NA,NA,1,229,NA,NA,NA,NA,2021,Not Participating
42A,KIPP - Halifax College Preparatory,67.23,X,NA,X,NA,1,595,1,595,A,NA,2021,District Wide
49D,Success Institute Charter,70.65,X,NA,X,NA,1,92,1,92,A,NA,2021,District Wide
49F,Langtree Charter Academy,6.71,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
49G,Iredell Charter Academy,24.27,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
51B,Johnston Charter Academy,14.77,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
53C,MINA Charter School of Lee County,53.11,X,NA,NA,NA,1,241,NA,NA,NA,NA,2021,Not Participating
54A,Children's Village Academy,82.94,X,NA,X,NA,1,170,1,170,A,NA,2021,District Wide
60B,Sugar Creek Charter,53.8,X,NA,NA,NA,2,1617,NA,NA,NA,NA,2021,Not Participating
60G,Queen's Grant Community,16.51,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
60L,KIPP Charlotte,76.78,X,NA,X,NA,2,870,2,870,A,NA,2021,District Wide
60N,Aristotle Preparatory Academy,75.86,X,NA,X,NA,1,174,1,174,A,NA,2021,District Wide
60P,Eastside STREAM Academy,88.12,X,NA,NA,NA,1,202,NA,NA,NA,NA,2021,Not Participating
61N,Queen City STEM School,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
61Q,Mallard Creek STEM Academy,30.43,NA,X,NA,NA,1,940,NA,NA,NA,NA,2021,Not Participating
61R,Matthew's Charter Academy,23.77,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
61T,Movement Charter School,92.87,X,NA,X,NA,1,547,1,547,A,NA,2021,District Wide
61U,UpROAR Leadership Academy,80.58,X,NA,NA,NA,1,139,NA,NA,NA,NA,2021,Not Participating
61Y,Steele Creek Preparatory Academy,39.08,NA,X,NA,NA,1,476,NA,NA,NA,NA,2021,Not Participating
62J,Southwest Charlotte STEM Academy,10.48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
62K,Movement School Eastland,41.21,X,NA,NA,NA,1,165,NA,NA,NA,NA,2021,Not Participating
64A,Rocky Mount Preparatory,60,X,NA,NA,NA,1,975,NA,NA,NA,NA,2021,Not Participating
65C,Classical Charter Schools of Wilmington,63.71,X,NA,X,NA,1,124,1,124,A,NA,2021,District Wide
65G,Girls Leadership Academy of Wilmington,54.97,X,NA,X,NA,1,342,1,342,A,NA,2021,District Wide
66A,Gaston College Preparatory,61.3,X,NA,NA,NA,1,1266,NA,NA,NA,NA,2021,Not Participating
67B,Z.E.C.A. School of Art and Technology,89.35,X,NA,X,NA,1,169,1,169,A,NA,2021,District Wide
69A,Arapahoe Charter School,36.34,NA,X,X,NA,1,487,1,487,A,NA,2021,District Wide
73A,Bethel Hill Charter,34.65,NA,X,NA,NA,1,355,NA,NA,NA,NA,2021,Not Participating
74C,Winterville Charter Academy,45.41,X,NA,NA,NA,1,588,NA,NA,NA,NA,2021,Not Participating
78A,CIS Academy,29.81,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
90C,Union Preparatory Academy,19.66,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
91B,Henderson Collegiate,63.81,X,NA,X,NA,1,1293,1,1293,A,NA,2021,District Wide
92-L,Torchlight Academy,42.17,X,NA,X,NA,2,645,2,645,A,NA,2021,District Wide
92M,PreEminent Charter,50.92,X,NA,NA,NA,1,703,NA,NA,NA,NA,2021,Not Participating
92V,Wake Forest Charter Academy,9.92,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
92W,Cardinal Charter Academy,12.88,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
93A,Haliwa-Saponi Tribal School,75,X,NA,X,NA,1,160,1,160,A,NA,2021,District Wide
93J,RISE Southeast Raleigh Charter School,77.62,X,NA,X,NA,1,411,1,411,A,NA,2021,District Wide
93M,Peak Charter Academy,4.41,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
93P,Rolesville Charter Academy,10.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
93T,Cardinal Charter Academy at Wendell Falls,16.32,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2021,Not Participating
96C,Dillard Academy,96.95,X,NA,X,NA,1,262,1,262,A,NA,2021,District Wide
97D,Bridges Academy,79.67,X,NA,X,NA,1,123,1,123,A,NA,2021,District Wide
98A,Sallie B Howard School,59.23,X,NA,X,NA,1,1045,1,1045,A,NA,2021,District Wide
98B,Wilson Preparatory Academy,34.62,NA,X,NA,NA,1,878,NA,NA,NA,NA,2021,Not Participating
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Not Participating
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Not Participating
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Not Participating
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Not Participating
10,Alamance-Burlington Schools,32.91,NA,X,X,NA,35,22468,11,5603,NA,S,2022,Some Schools
20,Alexander County Schools,34.35,NA,X,NA,NA,11,4775,NA,NA,NA,NA,2022,Not Participating
30,Alleghany County Schools,41.14,X,NA,NA,NA,4,1456,NA,NA,NA,NA,2022,Not Participating
40,Anson County Schools,59.85,X,NA,X,NA,9,2914,9,2914,A,NA,2022,District Wide
50,Ashe County Schools,35.57,NA,X,NA,NA,6,2651,NA,NA,NA,NA,2022,Not Participating
60,Avery County Schools,29.18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
70,Beaufort County Schools,46.7,X,NA,X,NA,14,5916,13,5650,NA,S,2022,Some Schools
80,Bertie County Schools,62.28,X,NA,X,NA,7,1890,7,1890,A,NA,2022,District Wide
90,Bladen County Schools,53.33,X,NA,X,NA,13,3964,13,3964,A,NA,2022,District Wide
100,Brunswick County Schools,37.03,NA,X,X,NA,20,12707,20,12707,A,NA,2022,District Wide
110,Buncombe County Schools,30.48,NA,X,X,NA,43,21611,6,1423,NA,S,2022,Some Schools
111,Asheville City Schools,28.23,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
120,Burke County Schools,33.41,NA,X,NA,NA,26,11716,NA,NA,NA,NA,2022,Not Participating
130,Cabarrus County Schools,24.84,NA,NA,X,NA,45,34409,5,2486,NA,S,2022,Some Schools
132,Kannapolis City Schools,58.42,X,NA,X,NA,9,5579,9,5579,A,NA,2022,District Wide
140,Caldwell County Schools,34.7,NA,X,X,NA,24,10670,5,577,NA,S,2022,Some Schools
150,Camden County Schools,13.99,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
160,Carteret County Public Schools,21.85,NA,NA,X,NA,19,7982,15,5457,NA,S,2022,Some Schools
170,Caswell County Schools,52.49,X,NA,X,NA,6,2065,4,935,NA,S,2022,Some Schools
180,Catawba County Schools,28.39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
181,Hickory City Schools,43.31,X,NA,X,NA,9,3907,2,645,NA,S,2022,Some Schools
182,Newton Conover City Schools,32.87,NA,X,NA,NA,7,2908,NA,NA,NA,NA,2022,Not Participating
190,Chatham County Schools,22.88,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
200,Cherokee County Schools,38.65,NA,X,X,NA,13,2996,7,1596,NA,S,2022,Some Schools
210,Edenton/Chowan Schools,48.13,X,NA,NA,NA,4,1897,NA,NA,NA,NA,2022,Not Participating
220,Clay County Schools,30.48,NA,X,NA,NA,4,1342,NA,NA,NA,NA,2022,Not Participating
230,Cleveland County Schools,48.17,X,NA,X,NA,27,13612,15,4438,NA,S,2022,Some Schools
240,Columbus County Schools,53.02,X,NA,X,NA,13,5279,13,5279,A,NA,2022,District Wide
241,Whiteville City Schools,53.36,X,NA,X,NA,4,2086,4,2086,A,NA,2022,District Wide
250,Craven County Schools,33.21,NA,X,X,NA,25,12474,11,5271,NA,S,2022,Some Schools
260,Cumberland County Schools,42.34,X,NA,X,NA,83,46224,62,28365,NA,S,2022,Some Schools
270,Currituck County Schools,15.64,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
280,Dare County Schools,18.82,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
290,Davidson County Schools,27.82,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
291,Lexington City Schools,62.25,X,NA,X,NA,7,3049,7,3049,A,NA,2022,District Wide
292,Thomasville City Schools,61.34,X,NA,X,NA,4,2116,4,2116,A,NA,2022,District Wide
298,Residential Schools,44.25,X,NA,X,NA,3,174,3,174,A,NA,2022,District Wide
300,Davie County Schools,31.75,NA,X,NA,NA,12,6081,NA,NA,NA,NA,2022,Not Participating
310,Duplin County Schools,70.22,X,NA,X,NA,13,9643,13,9643,A,NA,2022,District Wide
320,Durham Public Schools,37.17,NA,X,X,NA,52,32083,19,10131,NA,S,2022,Some Schools
330,Edgecombe County Schools,58.38,X,NA,X,NA,14,5485,13,5289,NA,S,2022,Some Schools
340,Forsyth County Schools,44.85,X,NA,X,NA,79,52812,48,25643,NA,S,2022,Some Schools
350,Franklin County Schools,41.74,X,NA,NA,NA,16,7886,NA,NA,NA,NA,2022,Not Participating
360,Gaston County Schools,37.62,NA,X,X,NA,55,30024,19,9314,NA,S,2022,Some Schools
370,Gates County Schools,33.13,NA,X,NA,NA,5,1440,NA,NA,NA,NA,2022,Not Participating
380,Graham County Schools,37.74,NA,X,NA,NA,3,1142,NA,NA,NA,NA,2022,Not Participating
390,Granville County Schools,34.86,NA,X,NA,NA,17,6793,NA,NA,NA,NA,2022,Not Participating
400,Greene County Schools,53.14,X,NA,X,NA,6,2849,6,2849,A,NA,2022,District Wide
410,Guilford County Schools,41.1,X,NA,X,NA,124,68366,66,30392,NA,S,2022,Some Schools
420,Halifax County Schools,65.24,X,NA,X,NA,11,2198,11,2198,A,NA,2022,District Wide
421,Roanoke Rapids City Schools,58.79,X,NA,X,NA,5,2769,5,NA,NA,NA,2022,Not Participating
422,Weldon City Schools,76.05,X,NA,X,NA,4,714,4,714,A,NA,2022,District Wide
430,Harnett County Schools,32.28,NA,X,X,NA,27,20515,6,2800,NA,S,2022,Some Schools
440,Haywood County Schools,36.07,NA,X,X,NA,15,6579,7,1796,NA,S,2022,Some Schools
450,Henderson County Schools,26.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
460,Hertford County Schools,70.2,X,NA,X,NA,7,2517,7,2517,A,NA,2022,District Wide
470,Hoke County Schools,44.01,X,NA,X,NA,14,8753,14,8753,A,NA,2022,District Wide
480,Hyde County Schools,58.17,X,NA,X,NA,2,306,2,306,A,NA,2022,District Wide
490,Iredell-Statesville Schools,19.66,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
491,Mooresville Graded School District,20.37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
500,Jackson County Schools,32.02,NA,X,X,NA,10,3541,1,97,NA,S,2022,Some Schools
510,Johnston County Schools,25.88,NA,NA,X,NA,48,37951,5,2684,NA,S,2022,Some Schools
520,Jones County Schools,48.98,X,NA,X,NA,5,1027,5,1027,A,NA,2022,District Wide
530,Lee County Schools,36.84,NA,X,NA,NA,17,9508,NA,NA,NA,NA,2022,Not Participating
540,Lenoir County Public Schools,51.45,X,NA,X,NA,17,8258,17,8258,A,NA,2022,District Wide
550,Lincoln County Schools,25.71,NA,NA,X,NA,22,11412,1,387,NA,S,2022,Some Schools
560,Macon County Schools,27.28,NA,NA,X,NA,11,4370,2,456,NA,S,2022,Some Schools
570,Madison County Schools,37.09,NA,X,X,NA,6,2022,1,112,NA,S,2022,Some Schools
580,Martin County Schools,62.41,X,NA,X,NA,9,2652,9,2652,A,NA,2022,District Wide
590,McDowell County Schools,38.75,NA,X,NA,NA,14,6028,NA,NA,NA,NA,2022,Not Participating
600,Charlotte-Mecklenburg Schools,30.21,NA,X,X,NA,180,142672,68,46783,NA,S,2022,Some Schools
610,Mitchell County Schools,35.38,NA,X,NA,NA,7,1710,NA,NA,NA,NA,2022,Not Participating
620,Montgomery County Schools,39.75,NA,NA,NA,NA,11,3650,NA,NA,NA,NA,2022,Not Participating
630,Moore County Schools,26.95,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
640,Nash-Rocky Mount Schools,42.77,X,NA,X,NA,29,14065,10,3396,NA,S,2022,Some Schools
650,New Hanover County Schools,30.66,NA,X,X,NA,46,25638,28,11398,NA,S,2022,Some Schools
660,Northampton County Schools,58.7,X,NA,X,NA,6,1339,6,1339,A,NA,2022,District Wide
670,Onslow County Schools,25.98,NA,NA,X,NA,38,28529,1,284,NA,S,2022,Some Schools
680,Orange County Schools,28.82,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
681,Chapel Hill-Carrboro Schools,22.49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
690,Pamlico County Schools,36.6,NA,X,X,NA,4,1194,3,768,NA,S,2022,Some Schools
700,Pasquotank County Schools,52.65,X,NA,X,NA,13,4826,12,4720,NA,S,2022,Some Schools
710,Pender County Schools,23.86,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
720,Perquimans County Schools,35.92,NA,X,NA,NA,4,1637,NA,NA,NA,NA,2022,Not Participating
730,Person County Schools,48.08,X,NA,X,NA,12,4403,9,2287,NA,S,2022,Some Schools
740,Pitt County Schools,40.81,X,NA,X,NA,39,23950,23,11408,NA,S,2022,Some Schools
750,Polk County Schools,33.91,NA,X,X,NA,7,2153,3,874,NA,S,2022,Some Schools
760,Randolph County Schools,33.62,NA,X,X,NA,31,15085,1,369,NA,S,2022,Some Schools
761,Asheboro City Schools,45.1,X,NA,NA,NA,8,4417,NA,NA,NA,NA,2022,Not Participating
770,Richmond County Schools,61.82,X,NA,X,NA,15,7045,15,7045,A,NA,2022,District Wide
780,Robeson County Schools,63.74,X,NA,X,NA,36,23044,35,22827,NA,S,2022,Some Schools
790,Rockingham County Schools,48.76,X,NA,X,NA,23,11619,9,4410,NA,S,2022,Some Schools
800,Rowan-Salisbury Schools,36.52,NA,X,X,NA,32,17650,10,4214,NA,S,2022,Some Schools
810,Rutherford County Schools,46.74,X,NA,X,NA,19,7563,19,7563,A,NA,2022,District Wide
820,Sampson County Schools,50.43,X,NA,X,NA,18,7871,18,7871,A,NA,2022,District Wide
821,Clinton City Schools,48.8,X,NA,X,NA,5,2873,5,2873,A,NA,2022,District Wide
830,Scotland County Schools,63.64,X,NA,X,NA,10,5932,10,5518,A,NA,2022,District Wide
840,Stanly County Schools,36.04,NA,X,X,NA,22,8086,14,1269,NA,S,2022,Some Schools
850,Stokes County Schools,33.38,NA,X,NA,NA,19,5485,NA,NA,NA,NA,2022,Not Participating
860,Surry County Schools,35.55,NA,X,X,NA,19,7188,1,200,NA,S,2022,Some Schools
861,Elkin City Schools,19.62,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
862,Mount Airy City Schools,40.56,X,NA,X,NA,4,1726,2,737,NA,S,2022,Some Schools
870,Swain County Schools,31.5,NA,X,X,NA,4,1797,1,417,NA,S,2022,Some Schools
880,Transylvania County Schools,36.82,NA,X,NA,NA,9,3248,NA,NA,NA,NA,2022,Not Participating
890,Tyrrell County Schools,43.5,X,NA,X,NA,3,554,3,554,A,NA,2022,District Wide
900,Union County Public Schools,16.35,NA,NA,X,NA,53,41190,3,3783,NA,S,2022,Some Schools
910,Vance County Schools,71.31,X,NA,X,NA,15,5388,15,5388,A,NA,2022,District Wide
920,Wake County Schools,19.44,NA,NA,X,NA,197,162208,7,1375,NA,S,2022,Some Schools
930,Warren County Schools,65.25,X,NA,X,NA,7,1784,7,1784,A,NA,2022,District Wide
940,Washington County Schools,70.49,X,NA,X,NA,5,1091,5,1091,A,NA,2022,District Wide
950,Watauga County Schools,15.45,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
960,Wayne County Public Schools,42.26,X,NA,X,NA,34,17495,32,17071,NA,S,2022,Some Schools
970,Wilkes County Schools,36.62,NA,X,X,NA,22,8504,17,6042,NA,S,2022,Some Schools
980,Wilson County Schools,52.68,X,NA,X,NA,24,10218,18,NA,NA,NA,2022,Not Participating
990,Yadkin County Schools,24.48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
995,Yancey County Schools,33.79,NA,X,NA,NA,7,1965,NA,NA,NA,NA,2022,Not Participating
1002,Camp Lejeune Schools,0.12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
1007,Fort Bragg,1.89,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
1009,Cherokee Central School,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
1026,NC Tarheel Challenge Academy,100,X,NA,NA,NA,1,47,NA,NA,NA,NA,2022,Not Participating
1027,Tarheel Challenge Academy New London,45,NA,X,NA,NA,1,100,NA,NA,NA,NA,2022,Not Participating
1095,Trinity Christian School,72.63,X,NA,X,NA,1,380,1,380,A,NA,2022,District Wide
1099,Greensboro Islamic Academy,55.38,X,NA,NA,NA,1,130,NA,NA,NA,NA,2022,Not Participating
06B,Marjorie Williams Academy,91.11,X,NA,X,NA,1,90,1,90,A,NA,2022,District Wide
13B,Cabarrus Charter Academy,31.36,NA,X,NA,NA,2,676,NA,NA,NA,NA,2022,Not Participating
13C,A.C.E. Academy,42.63,X,NA,NA,NA,1,380,NA,NA,NA,NA,2022,Not Participating
13D,Concord Lake STEAM Academy,39.19,NA,NA,NA,NA,1,546,NA,NA,NA,NA,2022,Not Participating
24N,Classical Charter Schools of Whiteville,43.73,X,NA,NA,NA,1,830,NA,NA,NA,NA,2022,Not Participating
26B,Alpha Academy,45.68,X,NA,NA,NA,1,880,NA,NA,NA,NA,2022,Not Participating
26C,Capitol Encore Academy,37.39,NA,X,NA,NA,1,551,NA,NA,NA,NA,2022,Not Participating
32A,Maureen Joy Charter,59.56,X,NA,NA,NA,1,591,NA,NA,NA,NA,2022,Not Participating
32B,Durham Charter School,73.63,X,NA,X,NA,1,493,1,493,A,NA,2022,District Wide
32C,Community School of Digital and Visual Arts (CSDVA),82.11,X,NA,X,NA,1,218,1,218,A,NA,2022,District Wide
32D,Kestrel Heights Charter School,45.66,X,NA,NA,NA,1,438,NA,NA,NA,NA,2022,Not Participating
32H,Research Triangle Charter,49.39,X,NA,NA,NA,1,739,NA,NA,NA,NA,2022,Not Participating
32K,Central Park School for Children,23.93,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
32L,Voyager Academy,13.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2022,Not Participating
32M,Global Scholars Academy,55.61,X,NA,X,NA,1,196,1,196,A,NA,2022,District Wide
