lea_id,lea_name,identified_student_percentage_isp,eligible_to_participate,near_eligible_to_participate,currently_participating_in_cep,participating_and_eligible_for_a_grace_year,total_number_of_schools_in_participating_eligible_and_near_eligible_le_as,total_student_enrollment_in_participating_and_eligible_le_as,total_number_of_cep_schools_in_the_lea,total_student_enrollment_at_cep_schools,currently_participating_in_cep_district_wide,currently_participating_in_cep_in_one_or_some_schools_not_district_wide,year,participation_type
860,Surry County Schools,53.19,X,NA,X,NA,19,7296,1,189,NA,S,2023,Some Schools
861,Elkin City Schools,36.05,NA,X,NA,NA,4,1276,NA,NA,NA,NA,2023,Not Participating
862,Mount Airy City Schools,48.83,X,NA,X,NA,4,1751,2,750,NA,S,2023,Some Schools
870,Swain County Schools,54.02,X,NA,X,NA,4,1777,1,397,NA,S,2023,Some Schools
880,Transylvania County Schools,50.96,X,NA,NA,NA,9,3340,NA,NA,NA,NA,2023,Not Participating
890,Tyrrell County Schools,59,X,NA,X,NA,3,500,3,500,A,NA,2023,District Wide
900,Union County Public Schools,26.89,NA,NA,X,NA,53,42112,3,1024,NA,S,2023,Some Schools
90C,Union Preparatory Academy,32.98,NA,X,NA,NA,1,1031,NA,NA,NA,NA,2023,Not Participating
910,Vance County Schools,78.97,X,NA,X,NA,15,5188,15,5188,A,NA,2023,District Wide
91B,Henderson Collegiate,72.25,X,NA,X,NA,1,1247,1,1247,A,NA,2023,District Wide
920,Wake County Schools,27.62,NA,NA,X,NA,197,162136,7,1399,NA,S,2023,Some Schools
92M,PreEminent Charter,65.21,X,NA,NA,NA,1,710,NA,NA,NA,NA,2023,Not Participating
92V,Wake Forest Charter Academy,29.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
92W,Cardinal Charter Academy,32.67,NA,X,NA,NA,1,704,NA,NA,NA,NA,2023,Not Participating
930,Warren County Schools,75.24,X,NA,X,NA,7,1785,7,1785,A,NA,2023,District Wide
93A,Haliwa-Saponi Tribal School,82.35,X,NA,X,NA,1,136,1,136,A,NA,2023,District Wide
93J,RISE Southeast Raleigh Charter School,70.61,X,NA,X,NA,1,456,1,456,A,NA,2023,District Wide
93M,Peak Charter Academy,7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
93P,Rolesville Charter Academy,31.11,NA,X,NA,NA,1,630,NA,NA,NA,NA,2023,Not Participating
93T,Cardinal Charter Academy at Wendell Falls,38.55,NA,X,NA,NA,1,690,NA,NA,NA,NA,2023,Not Participating
93V,Doral Academy of North Carolina,93.2,X,NA,NA,NA,1,103,NA,NA,NA,NA,2023,Not Participating
940,Washington County Schools,80.53,X,NA,X,NA,5,1104,5,1104,A,NA,2023,District Wide
950,Watauga County Schools,29.13,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
960,Wayne County Public Schools,58.96,X,NA,X,NA,34,17431,32,17088,NA,S,2023,Some Schools
96C,Dillard Academy,85.32,X,NA,X,NA,1,252,1,252,A,NA,2023,District Wide
970,Wilkes County Schools,51.85,X,NA,X,NA,22,8505,17,5914,NA,S,2023,Some Schools
980,Wilson County Schools,58,X,NA,X,NA,26,10272,18,7409,NA,S,2023,Some Schools
98A,Sallie B Howard School,68.32,X,NA,X,NA,1,1171,1,1171,A,NA,2023,District Wide
98B,Wilson Preparatory Academy,54.19,X,NA,NA,NA,1,716,NA,NA,NA,NA,2023,Not Participating
990,Yadkin County Schools,49.29,X,NA,NA,NA,14,5196,NA,NA,NA,NA,2023,Not Participating
995,Yancey County Schools,50,X,NA,NA,NA,7,2010,NA,NA,NA,NA,2023,Not Participating
010,Alamance-Burlington Schools,52.27,X,NA,X,NA,36,22499,16,7990,NA,S,2024,Some Schools
020,Alexander County Schools,50.61,X,NA,X,NA,11,4501,11,4501,A,NA,2024,District Wide
030,Alleghany County Schools,65.14,X,NA,NA,NA,4,1466,NA,NA,NA,NA,2024,Not Participating
040,Anson County Schools,76.98,X,NA,X,NA,9,2924,9,2924,A,NA,2024,District Wide
050,Ashe County Schools,55.62,X,NA,X,NA,6,2679,6,2679,A,NA,2024,District Wide
060,Avery County Schools,53.62,X,NA,X,NA,8,1863,8,1863,A,NA,2024,District Wide
06B,Marjorie Williams Academy,91.96,X,NA,X,NA,1,112,1,112,A,NA,2024,District Wide
070,Beaufort County Schools,67.87,X,NA,X,NA,13,5730,13,5730,A,NA,2024,District Wide
080,Bertie County Schools,79.72,X,NA,X,NA,7,1775,7,1775,A,NA,2024,District Wide
090,Bladen County Schools,69.58,X,NA,X,NA,13,4021,13,4021,A,NA,2024,District Wide
09A,Paul R. Brown Leadership Academy,100,X,NA,X,NA,1,171,1,171,A,NA,2024,District Wide
100,Brunswick County Schools,56.18,X,NA,X,NA,20,13260,20,13260,A,NA,2024,District Wide
1002,Camp Lejeune Schools,28.97,X,NA,NA,NA,7,2706,NA,NA,NA,NA,2024,Not Participating
1007,Fort Liberty Schools,2.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
1095,Trinity Christian School,49.71,X,NA,X,NA,1,523,1,523,A,NA,2024,District Wide
1099,Greensboro Islamic Academy,77.96,X,NA,X,NA,1,245,1,245,A,NA,2024,District Wide
110,Buncombe County Schools,42.92,X,NA,X,NA,43,21814,43,21814,A,NA,2024,District Wide
111,Asheville City Schools,39.46,X,NA,NA,NA,10,3981,NA,NA,NA,NA,2024,Not Participating
11A,Evergreen Community Charter School,30.28,X,NA,NA,NA,1,436,NA,NA,NA,NA,2024,Not Participating
120,Burke County Schools,53.83,X,NA,X,NA,26,11759,25,11628,NA,S,2024,Some Schools
130,Cabarrus County Schools,37.81,X,NA,X,NA,45,35902,11,5976,NA,S,2024,Some Schools
132,Kannapolis City Schools,63.61,X,NA,X,NA,9,5587,9,5587,A,NA,2024,District Wide
13B,Valor Preparatory Academy,52.21,X,NA,NA,NA,2,747,NA,NA,NA,NA,2024,Not Participating
13C,A.C.E. Academy,63.55,X,NA,X,NA,1,428,1,428,A,NA,2024,District Wide
13D,Concord Lake STEAM Academy,63.72,X,NA,NA,NA,1,656,NA,NA,NA,NA,2024,Not Participating
140,Caldwell County Schools,58.18,X,NA,X,NA,24,10568,22,9962,NA,S,2024,Some Schools
150,Camden County Schools,21.68,NA,X,NA,NA,5,1896,NA,NA,NA,NA,2024,Not Participating
160,Carteret County Public Schools,40.61,X,NA,NA,NA,19,7993,NA,NA,NA,NA,2024,Not Participating
170,Caswell County Schools,72.76,X,NA,X,NA,6,2107,6,2107,A,NA,2024,District Wide
180,Catawba County Schools,48.5,X,NA,X,NA,28,15898,6,2432,NA,S,2024,Some Schools
181,Hickory City Schools,61,X,NA,X,NA,9,3782,9,3782,A,NA,2024,District Wide
182,Newton Conover City Schools,54.48,X,NA,X,NA,7,2645,4,1235,NA,S,2024,Some Schools
190,Chatham County Schools,41.07,X,NA,NA,NA,20,9167,NA,NA,NA,NA,2024,Not Participating
19A,Chatham Charter School,26.47,X,NA,NA,NA,1,578,NA,NA,NA,NA,2024,Not Participating
200,Cherokee County Schools,61.92,X,NA,X,NA,13,3083,13,3083,A,NA,2024,District Wide
210,Edenton/Chowan Schools,69.11,X,NA,X,NA,4,1816,4,1816,A,NA,2024,District Wide
220,Clay County Schools,52.25,X,NA,NA,NA,4,1309,NA,NA,NA,NA,2024,Not Participating
230,Cleveland County Schools,66.68,X,NA,X,NA,27,14204,27,14204,A,NA,2024,District Wide
240,Columbus County Schools,65.28,X,NA,X,NA,12,5296,12,5296,A,NA,2024,District Wide
241,Whiteville City Schools,65.07,X,NA,X,NA,4,2050,4,2050,A,NA,2024,District Wide
24N,Classical Charter Schools of Whiteville,68.37,X,NA,X,NA,1,822,1,822,A,NA,2024,District Wide
250,Craven County Schools,48.99,X,NA,X,NA,25,12436,16,6987,NA,S,2024,Some Schools
260,Cumberland County Schools,56.85,X,NA,X,NA,83,48515,62,30111,NA,S,2024,Some Schools
26B,Alpha Academy,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
26C,Capitol Encore Academy,76.18,X,NA,X,NA,1,743,1,743,A,NA,2024,District Wide
270,Currituck County Schools,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
280,Dare County Schools,36.26,X,NA,X,NA,11,5036,1,32,NA,S,2024,Some Schools
290,Davidson County Schools,49.09,X,NA,X,NA,35,17606,16,5907,NA,S,2024,Some Schools
291,Lexington City Schools,75.86,X,NA,X,NA,7,3032,7,3032,A,NA,2024,District Wide
292,Thomasville City Schools,71.17,X,NA,X,NA,4,2199,4,2199,A,NA,2024,District Wide
298,Residential Schools,74.83,X,NA,X,NA,3,151,3,151,A,NA,2024,District Wide
300,Davie County Schools,51.94,X,NA,NA,NA,12,6207,NA,NA,NA,NA,2024,Not Participating
310,Duplin County Schools,67.99,X,NA,X,NA,13,9884,13,9884,A,NA,2024,District Wide
320,Durham Public Schools,49.39,X,NA,X,NA,53,31833,28,14640,NA,S,2024,Some Schools
32A,Maureen Joy Charter,75.7,X,NA,X,NA,1,605,1,605,A,NA,2024,District Wide
32B,Durham Charter School,73.21,X,NA,X,NA,2,754,2,754,A,NA,2024,District Wide
32C,Community School of Digital and Visual Arts (CSDVA),89.2,X,NA,X,NA,1,176,1,176,A,NA,2024,District Wide
32D,Kestrel Heights Charter School,46.59,X,NA,NA,NA,1,440,NA,NA,NA,NA,2024,Not Participating
32H,Research Triangle Charter,59.67,X,NA,NA,NA,1,719,NA,NA,NA,NA,2024,Not Participating
32K,Central Park School for Children,30.85,X,NA,NA,NA,1,590,NA,NA,NA,NA,2024,Not Participating
32L,Voyager Academy,23.22,NA,X,NA,NA,1,1335,NA,NA,NA,NA,2024,Not Participating
32M,Global Scholars Academy,63.08,X,NA,X,NA,1,195,1,195,A,NA,2024,District Wide
32S,KIPP Durham College Preparatory,61.94,X,NA,X,NA,1,360,1,360,A,NA,2024,District Wide
330,Edgecombe County Schools,75.6,X,NA,X,NA,15,5320,16,5320,NA,S,2024,Some Schools
33A,North East Carolina Preparatory School,65.17,X,NA,X,NA,1,1022,1,1022,A,NA,2024,District Wide
340,Forsyth County Schools,57.06,X,NA,X,NA,79,52577,64,39746,NA,S,2024,Some Schools
34B,Quality Education Academy,92.67,X,NA,X,NA,1,641,1,641,A,NA,2024,District Wide
34D,Carter G. Woodson School,88.38,X,NA,X,NA,1,482,1,482,A,NA,2024,District Wide
34F,Forsyth Academy,78.12,X,NA,X,NA,1,722,1,722,A,NA,2024,District Wide
350,Franklin County Schools,58.53,X,NA,X,NA,16,7989,16,7989,A,NA,2024,District Wide
360,Gaston County Schools,54.35,X,NA,X,NA,55,30066,40,20906,NA,S,2024,Some Schools
36C,Mountain Island Charter School,11.65,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
36F,Ridgeview Charter School,80,X,NA,X,NA,1,270,1,270,A,NA,2024,District Wide
370,Gates County Schools,45.42,X,NA,NA,NA,5,1431,NA,NA,NA,NA,2024,Not Participating
380,Graham County Schools,68.16,X,NA,X,NA,3,1096,3,1096,A,NA,2024,District Wide
390,Granville County Schools,55.62,X,NA,X,NA,17,6559,14,6135,NA,S,2024,Some Schools
400,Greene County Schools,71.18,X,NA,X,NA,6,2828,6,2828,A,NA,2024,District Wide
410,Guilford County Schools,57.15,X,NA,X,NA,126,68221,94,48890,NA,S,2024,Some Schools
41C,Guilford Preparatory,82.02,X,NA,X,NA,1,584,1,584,A,NA,2024,District Wide
41F,Triad Math & Science Academy,61.21,X,NA,X,NA,1,1271,1,1271,A,NA,2024,District Wide
41H,The College Preparatory and Leadership Academy of High Point,79.54,X,NA,X,NA,1,826,1,826,A,NA,2024,District Wide
41J,Summerfield Charter Academy,13.28,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
41L,Gate City Charter Academy,73.89,X,NA,X,NA,1,678,1,678,A,NA,2024,District Wide
41M,Next Generation Academy,85.57,X,NA,X,NA,1,409,1,409,A,NA,2024,District Wide
41N,The Experiential School of Greensboro,41.73,X,NA,NA,NA,1,254,NA,NA,NA,NA,2024,Not Participating
41R,Summit Creek Academy,59.78,X,NA,X,NA,1,644,1,644,A,NA,2024,District Wide
420,Halifax County Schools,83.95,X,NA,X,NA,11,2174,11,2174,A,NA,2024,District Wide
421,Roanoke Rapids City Schools,69.51,X,NA,X,NA,5,2755,5,2755,A,NA,2024,District Wide
422,Weldon City Schools,75.35,X,NA,X,NA,4,722,4,722,A,NA,2024,District Wide
42A,KIPP - Halifax College Preparatory,77.09,X,NA,X,NA,1,550,1,550,A,NA,2024,District Wide
430,Harnett County Schools,48.92,X,NA,X,NA,28,19665,15,8869,NA,S,2024,Some Schools
440,Haywood County Schools,54.68,X,NA,X,NA,15,6512,15,6512,A,NA,2024,District Wide
450,Henderson County Schools,41.59,X,NA,X,NA,23,12622,23,12622,A,NA,2024,District Wide
460,Hertford County Schools,82.38,X,NA,X,NA,7,2423,7,2423,A,NA,2024,District Wide
470,Hoke County Schools,51.6,X,NA,X,NA,14,8734,14,8734,A,NA,2024,District Wide
480,Hyde County Schools,69.52,X,NA,X,NA,1,292,1,292,A,NA,2024,District Wide
490,Iredell-Statesville Schools,34.83,X,NA,X,NA,36,20751,23,11232,NA,S,2024,Some Schools
491,Mooresville Graded School District,35.37,X,NA,NA,NA,8,5906,NA,NA,NA,NA,2024,Not Participating
49B,American Renaissance Middle School,51.55,X,NA,NA,NA,1,809,NA,NA,NA,NA,2024,Not Participating
49D,Success Institute Charter,96.63,X,NA,X,NA,1,89,1,89,A,NA,2024,District Wide
49F,Langtree Charter Academy,24.89,NA,X,NA,NA,2,1527,NA,NA,NA,NA,2024,Not Participating
49G,Iredell Charter Academy of Arts & Science,43.35,X,NA,NA,NA,1,699,NA,NA,NA,NA,2024,Not Participating
500,Jackson County Schools,48.25,X,NA,X,NA,10,3513,5,1304,NA,S,2024,Some Schools
510,Johnston County Schools,39.41,X,NA,X,NA,48,37540,43,30170,NA,S,2024,Some Schools
51B,Johnston Charter Academy,38.16,X,NA,NA,NA,1,718,NA,NA,NA,NA,2024,Not Participating
520,Jones County Schools,72.32,X,NA,X,NA,5,1062,5,1062,A,NA,2024,District Wide
530,Lee County Schools,55,X,NA,X,NA,17,9321,10,4023,NA,S,2024,Some Schools
53C,MINA Charter School of Lee County,56.08,X,NA,X,NA,1,362,1,362,A,NA,2024,District Wide
53D,Central Carolina Academy,28.4,X,NA,NA,NA,1,419,NA,NA,NA,NA,2024,Not Participating
540,Lenoir County Public Schools,67.94,X,NA,X,NA,17,8324,17,8324,A,NA,2024,District Wide
54A,Children's Village Academy,92.96,X,NA,X,NA,1,142,1,142,A,NA,2024,District Wide
550,Lincoln County Schools,40.77,X,NA,X,NA,22,11733,13,5566,NA,S,2024,Some Schools
55B,West Lake Preparatory Academy,42.42,X,NA,NA,NA,1,356,NA,NA,NA,NA,2024,Not Participating
560,Macon County Schools,47.72,X,NA,X,NA,11,4415,9,3124,NA,S,2024,Some Schools
570,Madison County Schools,51.55,X,NA,X,NA,7,2070,7,2070,A,NA,2024,District Wide
580,Martin County Schools,70.55,X,NA,X,NA,9,2645,9,2645,A,NA,2024,District Wide
590,McDowell County Schools,59.18,X,NA,X,NA,14,6083,14,6083,A,NA,2024,District Wide
600,Charlotte-Mecklenburg Schools,43.07,X,NA,X,NA,184,145327,114,81124,NA,S,2024,Some Schools
60B,Sugar Creek Charter,66.05,X,NA,X,NA,2,1458,2,1458,A,NA,2024,District Wide
60G,Queen's Grant Community,34.24,X,NA,NA,NA,1,771,NA,NA,NA,NA,2024,Not Participating
60L,KIPP Charlotte,74.29,X,NA,X,NA,2,875,2,875,A,NA,2024,District Wide
60N,American Leadership Academy Charlotte,93.65,X,NA,X,NA,1,126,1,126,A,NA,2024,District Wide
610,Mitchell County Schools,53.03,X,NA,X,NA,7,1718,7,1718,A,NA,2024,District Wide
61M,Charlotte Lab School,42.22,X,NA,NA,NA,1,1080,NA,NA,NA,NA,2024,Not Participating
61N,The Math and Science Academy of Charlotte,44.53,X,NA,X,NA,2,667,2,667,A,NA,2024,District Wide
61Q,Mallard Creek STEM Academy,53.36,X,NA,X,NA,1,922,1,922,A,NA,2024,District Wide
61R,Matthew's Charter Academy,40.08,X,NA,NA,NA,1,751,NA,NA,NA,NA,2024,Not Participating
61T,Movement Charter School,90.59,X,NA,X,NA,1,712,1,712,A,NA,2024,District Wide
61Y,Steele Creek Preparatory Academy,67.02,X,NA,X,NA,1,379,1,379,A,NA,2024,District Wide
620,Montgomery County Schools,59.29,X,NA,X,NA,11,3658,11,3658,A,NA,2024,District Wide
62J,Southwest Charlotte STEM Academy,44.35,X,NA,X,NA,1,796,1,796,A,NA,2024,District Wide
62K,Movement School Eastland,85.25,X,NA,X,NA,1,461,1,461,A,NA,2024,District Wide
62L,Telra Institute,6.14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
62P,Movement School Southwest,89.66,X,NA,X,NA,1,203,1,203,A,NA,2024,District Wide
62R,Movement School Northwest,71.72,X,NA,NA,NA,1,99,NA,NA,NA,NA,2024,Not Participating
630,Moore County Schools,38.19,X,NA,X,NA,22,13705,11,4859,NA,S,2024,Some Schools
640,Nash County Public Schools,59.26,X,NA,X,NA,27,14590,18,7728,NA,S,2024,Some Schools
64A,Rocky Mount Preparatory,75,X,NA,X,NA,1,840,1,840,A,NA,2024,District Wide
650,New Hanover County Schools,43.32,X,NA,X,NA,46,25764,30,14114,NA,S,2024,Some Schools
65C,Classical Charter Schools of Wilmington,100,X,NA,X,NA,1,132,1,132,A,NA,2024,District Wide
65G,Girls Leadership Academy of Wilmington,53.4,X,NA,X,NA,1,324,1,324,A,NA,2024,District Wide
65H,Wilmington School of the Arts,50.23,X,NA,NA,NA,1,215,NA,NA,NA,NA,2024,Not Participating
660,Northampton County Schools,91.01,X,NA,X,NA,5,1301,5,1301,A,NA,2024,District Wide
66A,Gaston College Preparatory,70.33,X,NA,X,NA,1,1136,1,1136,A,NA,2024,District Wide
670,Onslow County Schools,45.2,X,NA,X,NA,39,26945,1,169,NA,S,2024,Some Schools
67B,Z.E.C.A. School of Art and Technology,0,NA,NA,X,NA,1,0,1,0,A,NA,2024,District Wide
680,Orange County Schools,42.32,X,NA,X,NA,13,7118,1,52,NA,S,2024,Some Schools
681,Chapel Hill-Carrboro Schools,31.76,X,NA,NA,NA,19,11620,NA,NA,NA,NA,2024,Not Participating
690,Pamlico County Schools,53.61,X,NA,X,NA,4,1192,4,1192,A,NA,2024,District Wide
69A,Arapahoe Charter School,56.04,X,NA,X,NA,1,480,1,480,A,NA,2024,District Wide
700,Pasquotank County Schools,63.8,X,NA,X,NA,13,4716,13,4716,A,NA,2024,District Wide
70A,Northeast Academy for Aerospace and Advanced Technologies,27.21,X,NA,NA,NA,1,735,NA,NA,NA,NA,2024,Not Participating
710,Pender County Schools,44.48,X,NA,X,NA,19,11120,11,4823,NA,S,2024,Some Schools
720,Perquimans County Schools,55.61,X,NA,X,NA,4,1692,4,1692,A,NA,2024,District Wide
730,Person County Schools,60.73,X,NA,X,NA,13,4614,13,4614,A,NA,2024,District Wide
73A,Bethel Hill Charter,48.28,X,NA,NA,NA,1,348,NA,NA,NA,NA,2024,Not Participating
740,Pitt County Schools,52.25,X,NA,X,NA,39,24437,38,22752,NA,S,2024,Some Schools
74C,Winterville Charter Academy,55.57,X,NA,NA,NA,1,574,NA,NA,NA,NA,2024,Not Participating
750,Polk County Schools,51.81,X,NA,X,NA,7,2152,7,2152,A,NA,2024,District Wide
760,Randolph County Schools,52.56,X,NA,X,NA,31,15064,18,7355,NA,S,2024,Some Schools
761,Asheboro City Schools,63.15,X,NA,X,NA,8,4399,8,4399,A,NA,2024,District Wide
770,Richmond County Schools,73.05,X,NA,X,NA,15,6615,15,6615,A,NA,2024,District Wide
780,Robeson County Schools,78.21,X,NA,X,NA,36,21110,35,20863,NA,S,2024,Some Schools
78A,CIS Academy,64.55,X,NA,NA,NA,1,110,NA,NA,NA,NA,2024,Not Participating
78C,Old Main STREAM Academy,67.06,X,NA,NA,NA,1,337,NA,NA,NA,NA,2024,Not Participating
790,Rockingham County Schools,59.22,X,NA,X,NA,23,11397,23,11397,A,NA,2024,District Wide
800,Rowan-Salisbury Schools,56.45,X,NA,X,NA,31,17816,31,17816,A,NA,2024,District Wide
810,Rutherford County Schools,65.88,X,NA,X,NA,19,7439,19,7439,A,NA,2024,District Wide
820,Sampson County Schools,68.61,X,NA,X,NA,18,8050,18,8050,A,NA,2024,District Wide
821,Clinton City Schools,67.84,X,NA,X,NA,5,2994,5,2994,A,NA,2024,District Wide
830,Scotland County Schools,75.85,X,NA,X,NA,10,5504,10,5504,A,NA,2024,District Wide
840,Stanly County Schools,50.91,X,NA,X,NA,22,8523,14,5036,NA,S,2024,Some Schools
850,Stokes County Schools,51.59,X,NA,NA,NA,19,5524,NA,NA,NA,NA,2024,Not Participating
860,Surry County Schools,59.91,X,NA,X,NA,19,7229,15,4887,NA,S,2024,Some Schools
861,Elkin City Schools,39.31,X,NA,NA,NA,4,1295,NA,NA,NA,NA,2024,Not Participating
862,Mount Airy City Schools,53.51,X,NA,X,NA,4,1779,4,1779,A,NA,2024,District Wide
870,Swain County Schools,58.78,X,NA,X,NA,4,1754,4,1754,A,NA,2024,District Wide
880,Transylvania County Schools,52.73,X,NA,X,NA,9,3294,9,3294,A,NA,2024,District Wide
890,Tyrrell County Schools,62.92,X,NA,X,NA,3,472,3,472,A,NA,2024,District Wide
900,Union County Public Schools,26.67,X,NA,X,NA,53,42219,17,8380,NA,S,2024,Some Schools
90C,Union Preparatory Academy,36.6,X,NA,NA,NA,1,1153,NA,NA,NA,NA,2024,Not Participating
910,Vance County Schools,80.06,X,NA,X,NA,15,5365,15,5365,A,NA,2024,District Wide
91B,Henderson Collegiate,80.75,X,NA,X,NA,1,1257,1,1257,A,NA,2024,District Wide
920,Wake County Schools,30.12,X,NA,X,NA,197,164645,12,4765,NA,S,2024,Some Schools
92M,PreEminent Charter,72.46,X,NA,X,NA,1,679,1,679,A,NA,2024,District Wide
92V,Wake Forest Charter Academy,31.21,X,NA,NA,NA,1,721,NA,NA,NA,NA,2024,Not Participating
92W,Cardinal Charter Academy,36.81,X,NA,NA,NA,1,690,NA,NA,NA,NA,2024,Not Participating
930,Warren County Schools,82.85,X,NA,X,NA,7,1697,7,1697,A,NA,2024,District Wide
93A,Haliwa-Saponi Tribal School,86.01,X,NA,X,NA,1,143,1,143,A,NA,2024,District Wide
93J,RISE Southeast Raleigh Charter School,91.88,X,NA,X,NA,1,468,1,468,A,NA,2024,District Wide
93M,Peak Charter Academy,9.51,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
93P,Rolesville Charter Academy,41.06,X,NA,NA,NA,1,738,NA,NA,NA,NA,2024,Not Participating
93T,Cardinal Charter Academy at Wendell Falls,48.5,X,NA,NA,NA,1,565,NA,NA,NA,NA,2024,Not Participating
93V,Doral Academy of North Carolina,33.77,X,NA,NA,NA,1,459,NA,NA,NA,NA,2024,Not Participating
940,Washington County Schools,82.74,X,NA,X,NA,5,1072,5,1072,A,NA,2024,District Wide
950,Watauga County Schools,31.68,X,NA,NA,NA,10,4672,NA,NA,NA,NA,2024,Not Participating
960,Wayne County Public Schools,62.72,X,NA,X,NA,34,17229,30,15366,NA,S,2024,Some Schools
96C,Dillard Academy,95.38,X,NA,X,NA,1,238,1,238,A,NA,2024,District Wide
96G,Wayne STEM Academy,53.09,X,NA,NA,NA,1,162,NA,NA,NA,NA,2024,Not Participating
970,Wilkes County Schools,54.52,X,NA,X,NA,22,8494,22,8494,A,NA,2024,District Wide
980,Wilson County Schools,58.41,X,NA,X,NA,24,10358,22,9865,NA,S,2024,Some Schools
98A,Sallie B Howard School,75.57,X,NA,X,NA,1,1179,1,1179,A,NA,2024,District Wide
98B,Wilson Preparatory Academy,64.74,X,NA,X,NA,1,709,1,709,A,NA,2024,District Wide
990,Yadkin County Schools,49.77,X,NA,X,NA,14,5168,8,2624,NA,S,2024,Some Schools
995,Yancey County Schools,52.25,X,NA,NA,NA,7,2065,NA,NA,NA,NA,2024,Not Participating
